Watson,1.341383751,103.6916012,74
Fu-Xing Paediatric & Family Clinic,1.283450635,103.8158642,85
Chien Chi Tow,1.307947418,103.8949565,1
Luminous,1.323672119,103.9237243,42
Minmed Clinic (Sengkang),1.391997958,103.8949213,59
Mao Medical Center & Surgery,1.277380628,103.8318568,7
YSL Bedok Clinic & Surgery,1.33172914,103.9258356,84
Wong Pang Ong Bone Injury Specialists,1.310526948,103.9016922,39
Healthserve Community Clinic,1.326911976,103.7244262,1
Watsons,1.264987482,103.822777,27
Prohealth Medical Group,1.334492989,103.7204337,86
Wan's Dentist,1.310845461,103.9011759,12
Chiew Clinic,1.362033492,103.885093,55
My Family Clinic,1.341616349,103.697195,71
Atrio Family Clinic,1.373878043,103.8549641,30
Watsons,1.301855199,103.9052333,88
Oliver Dental Surgery,1.306583179,103.8956004,61
The Family Doctor,1.352359434,103.8349451,72
Dental Surgery,1.36923866,103.8498585,17
SATA CommHealth Uttamram Medical Centre,1.327734828,103.9213776,96
Kang Clinic,1.373965718,103.85489,4
Guardian,1.301004184,103.8448923,36
Wong Clinic,1.331228824,103.9252281,90
Your River Valley Dentist is Here,1.294138819,103.842245,19
Jurpoint Medicare Clinic,1.340073576,103.7059078,43
Medivene Clinic & Surgery,1.39679425,103.8893206,71
Low & Lee Clinic & Surgery,1.327287737,103.9192109,34
Shenton Medical Group,1.382839136,103.8934087,51
International Medical Clinic,1.305029845,103.904631,1
Bedok Family Clinic & Surgery,1.327535255,103.9347243,57
New World Clinic & Surgery,1.307250881,103.8578753,80
Family Medical Clinic,1.347674537,103.7570747,10
Tampines Family Medicine Clinic,1.353638932,103.9396651,42
NEUGen Dental,1.333610291,103.9148518,54
Toof Doctor,1.275941539,103.8411716,33
Medical Clinic,1.29387722,103.8513542,70
马光中医诊所,1.334270365,103.7432411,21
Acumed Medical Group,1.38988949,103.8927627,6
Immanuel Dialysis Centre,1.372275842,103.8553457,80
Central Clinic Surgery,1.30241402,103.9072184,61
Rochor Dental Clinic,1.301751682,103.8525453,78
Thomson Paediatric Centre,1.406027587,103.9021657,17
National Neuroscience Institute,1.322071846,103.8455834,36
Lim Clinic,1.318161689,103.9071018,4
Lifeline Neighbourhood Medical Clinic,1.348029762,103.7571577,16
Drs Tang & Partners,1.332296176,103.7223379,6
Sunnyvale Clinic & Surgery,1.348684054,103.7241023,29
"Drs. Koo, Koh & Associates P.L. Medical Clinic",1.283715755,103.8163966,4
Bedok Polyclinic,1.326937793,103.9316066,6
Sata,1.327875895,103.9211969,43
Eu Yan Sang Premier TCM Centre,1.264247443,103.8204666,66
Yap Medicare Clinic & Surgery,1.316655377,103.8056323,49
Joy Family Clinic,1.337114261,103.9199923,92
Watsons,1.281034049,103.8509412,97
Liang Clinic,1.311928822,103.9219988,66
OneDoctors,1.349922061,103.8730546,64
Loi+Wong Clinic & Surgery,1.349165091,103.7252922,7
British Dental Surgery,1.385262176,103.7429415,93
"Ear, Nose & Throat Specialist Clinic",1.302303128,103.7932407,58
Acumed Medical Group,1.317335233,103.6521975,31
Outram Polyclinic,1.279904419,103.8381682,1
N B Tham Clinic,1.322542155,103.8533852,24
Cheong Medical Clinic,1.340452941,103.7733341,34
Dover Medical Centre,1.29894693,103.7876362,39
Marine Parade Polyclinic,1.302547628,103.9077648,18
Guardian,1.301474744,103.8399817,80
Frontier Medical Associates,1.345095342,103.7034374,60
Central 24-hr clinic,1.313453825,103.7655173,73
Watsons,1.334304144,103.8893864,30
Advent Medical Clinic,1.312725857,103.8708815,25
iDental,1.277860073,103.8474882,49
Minmed Clinic,1.40644685,103.901691,1
West Coast Dental,1.291562054,103.856858,85
Katong Baby & Child Clinic,1.307269992,103.9067169,96
Bukit Timah Nam Sang Clinic,1.340487055,103.7732416,35
Family Medicine Clinic Chinatown,1.284740945,103.8447974,13
The Clinic @ Tai Seng,1.336331895,103.8885834,63
Thomson Chinese Medicine,1.32561077,103.8427126,34
EMME Visioncare,1.264968539,103.8201961,71
The Rehab Practice (Paediatric) Pte Ltd,1.302304888,103.7930458,79
Dental Designs,1.281919429,103.8482083,2
Frankel Clinic,1.311958326,103.922067,32
Unity Dental Surgery,1.318436447,103.8997388,16
Apex Medical Centre,1.341407388,103.6913905,48
Raffles Medical,1.333907932,103.8495276,25
Watsons,1.301911525,103.8395477,79
Q & M Dental Surgery,1.332054777,103.9140214,71
Healthway Medical Clinic,1.307676766,103.7933324,100
Vista Dental Surgery,1.359180041,103.7518631,13
Tai Seng Clinic,1.338799359,103.8862108,67
FamilyCare Clinic and Surgery,1.327113477,103.918916,67
Acumed Medical Group,1.332354598,103.7224647,14
Procross Medical Center,1.331880517,103.868308,55
